order_id,customer_id,order_date,product_name,product_category,product_id,quantity,unit_price,order_amount,payment_method,card_last_four,payment_status,fulfillment_status,shipping_carrier,tracking_number,delivery_date,delivery_signed,customer_email,customer_city,customer_state,return_policy_days,avs_cvv_match,customer_ip
TTS-ORD-20260607-GOGFX,CUST-0411,2026-06-07,Velvet Matte Lip Kit (6-pack),Beauty,PROD-C02,1,24.99,24.99,Visa,6335,Completed,Delivered,USPS,9400111899739135,2026-06-11,Yes,w***m@hotmail.com,Phoenix,AZ,14,Pass,141.168.153.202
TTS-ORD-20260618-1A7BO,CUST-0095,2026-06-18,Wireless Earbuds with Charging Case,Electronics,PROD-C17,1,27.99,27.99,Mastercard,3292,Completed,Delivered,USPS,9400111899969512,2026-06-23,Yes,b***y@icloud.com,Oklahoma City,OK,30,Pass,216.71.5.210
TTS-ORD-20260617-DILRZ,CUST-0338,2026-06-17,LED Ring Light 12-inch,Electronics,PROD-C03,1,29.99,29.99,Visa,8698,Completed,Delivered,DHL,JD38943857465,2026-06-21,No,s***h@gmail.com,Phoenix,AZ,30,Pass,219.169.100.177
TTS-ORD-20260618-L1OFF,CUST-0185,2026-06-18,Heated Blanket USB Throw,Home,PROD-C22,1,39.99,39.99,Visa,5896,Completed,Delivered,USPS,9400111899559406,2026-06-23,Yes,r***t@hotmail.com,San Diego,CA,30,Pass,71.144.23.113
TTS-ORD-20260707-8N10H,CUST-0403,2026-07-07,Stainless Steel Water Bottle 32oz,Sports,PROD-C06,2,19.99,39.98,Mastercard,6263,Completed,Delivered,FedEx,949424704620,2026-07-10,No,d***l@icloud.com,Denver,CO,30,Pass,78.118.93.86
TTS-ORD-20260617-6SAPB,CUST-0162,2026-06-17,LED Ring Light 12-inch,Electronics,PROD-C03,2,29.99,59.98,Visa,9261,Completed,Delivered,Veho,VH965505500,2026-06-23,No,p***a@outlook.com,San Jose,CA,30,Pass,157.126.73.148
TTS-ORD-20260605-Q50XC,CUST-0528,2026-06-05,Aromatherapy Essential Oil Diffuser,Home,PROD-C12,1,27.99,27.99,Visa,6567,Completed,Shipped,UPS,1Z999AA18232523707,,,s***a@icloud.com,Indianapolis,IN,30,Pass,155.200.178.190
TTS-ORD-20260602-TXH37,CUST-0277,2026-06-02,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,1,8.99,8.99,Mastercard,3500,Completed,Delivered,USPS,9400111899547898,2026-06-06,Yes,d***l@yahoo.com,Raleigh,NC,0,Pass,217.38.53.79
TTS-ORD-20260602-7HME6,CUST-0199,2026-06-02,Velvet Matte Lip Kit (6-pack),Beauty,PROD-C02,3,24.99,74.97,Visa,8203,Completed,Delivered,UPS,1Z999AA11896820343,2026-06-07,Yes,j***h@gmail.com,New York,NY,14,Fail,116.7.114.223
TTS-ORD-20260604-0E1ER,CUST-0355,2026-06-04,Resistance Bands Set (5-pack),Sports,PROD-C04,1,16.99,16.99,Visa,6871,Completed,Shipped,UPS,1Z999AA15162870367,,,k***n@outlook.com,Portland,OR,30,Pass,126.49.54.253
TTS-ORD-20260703-P4K9D,CUST-0310,2026-07-03,Electric Standing Desk Frame,Home,PROD-A6,1,289.0,289.0,Visa,7384,Completed,Delivered,Veho,VH529827812,2026-07-06,Yes,r***t@icloud.com,Louisville,KY,30,Fail,24.244.247.71
TTS-ORD-20260610-W3PGS,CUST-0289,2026-06-10,Retro Polarized Sunglasses,Fashion,PROD-C11,1,12.99,12.99,Visa,3480,Completed,Delivered,UPS,1Z999AA19852706965,2026-06-14,No,n***y@yahoo.com,Los Angeles,CA,14,Pass,113.226.237.29
TTS-ORD-20260702-6BNVS,CUST-0162,2026-07-02,Vitamin C Brightening Serum,Beauty,PROD-C01,1,18.99,18.99,Visa,3591,Completed,Delivered,UPS,1Z999AA14364114312,2026-07-07,Yes,e***h@gmail.com,Austin,TX,30,Pass,23.90.230.58
TTS-ORD-20260605-EXNWZ,CUST-0633,2026-06-05,Electric Standing Desk Frame,Home,PROD-A6,1,289.0,289.0,Visa,8828,Refunded,Delivered,DHL,JD99375800347,2026-06-08,Yes,t***s@icloud.com,Nashville,TN,30,Pass,211.213.219.147
TTS-ORD-20260615-IJ0KZ,CUST-0584,2026-06-15,LED Ring Light 12-inch,Electronics,PROD-C03,2,29.99,59.98,Visa,8571,Completed,Shipped,Veho,VH403117074,,,m***l@hotmail.com,Chicago,IL,30,Pass,153.133.148.253
TTS-ORD-20260609-W29AW,CUST-0140,2026-06-09,Aesthetic LED Strip Lights 50ft,Home,PROD-C08,1,15.99,15.99,Visa,4896,Completed,Processing,,,,,a***y@yahoo.com,Oklahoma City,OK,14,Pass,121.83.3.147
TTS-ORD-20260623-7M6J3,CUST-0183,2026-06-23,Ice Roller for Face & Eyes,Beauty,PROD-C21,3,7.99,23.97,Mastercard,8984,Completed,Delivered,DHL,JD84143181352,2026-06-29,Yes,p***l@hotmail.com,Tampa,FL,0,Pass,136.170.25.172
TTS-ORD-20260704-LP9C5,CUST-0228,2026-07-04,Aromatherapy Essential Oil Diffuser,Home,PROD-C12,2,27.99,55.98,Visa,9269,Completed,Delivered,UPS,1Z999AA11477329638,2026-07-11,No,m***w@yahoo.com,Oklahoma City,OK,30,Pass,121.210.241.227
TTS-ORD-20260610-Y9GFY,CUST-0420,2026-06-10,Running Shoes Lightweight Mesh,Sports,PROD-C23,2,44.99,89.98,Visa,4707,Completed,Delivered,FedEx,677804362127,2026-06-13,No,j***h@yahoo.com,Phoenix,AZ,30,Pass,158.242.245.157
TTS-ORD-20260613-CZYH0,CUST-0307,2026-06-13,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,5,8.99,44.95,Visa,2094,Refunded,Returned,Veho,VH602515629,2026-06-18,Yes,j***s@gmail.com,Milwaukee,WI,0,Fail,213.106.36.37
TTS-ORD-20260611-E07FP,CUST-0474,2026-06-11,Ice Roller for Face & Eyes,Beauty,PROD-C21,2,7.99,15.98,Mastercard,5513,Completed,Delivered,USPS,9400111899173957,2026-06-15,No,b***y@outlook.com,Richmond,VA,0,Pass,22.164.31.134
TTS-ORD-20260607-58B4J,CUST-0572,2026-06-07,Oversized Canvas Tote Bag,Fashion,PROD-C10,1,14.99,14.99,Mastercard,8643,Completed,Delivered,DHL,JD29131362454,2026-06-10,No,l***a@icloud.com,Las Vegas,NV,30,Pass,169.44.225.182
TTS-ORD-20260619-PW5K0,CUST-0225,2026-06-19,Heated Blanket USB Throw,Home,PROD-C22,1,39.99,39.99,Mastercard,5519,Completed,Processing,,,,,m***t@outlook.com,Oklahoma City,OK,30,Pass,183.131.85.108
TTS-ORD-20260606-U4NS7,CUST-0690,2026-06-06,Mini Portable Projector HD,Electronics,PROD-C07,2,149.99,299.98,Visa,7268,Completed,Delivered,Veho,VH814713147,2026-06-11,Yes,a***y@gmail.com,Atlanta,GA,30,Pass,174.28.152.215
TTS-ORD-20260607-US73W,CUST-0416,2026-06-07,Portable Bluetooth Speaker,Electronics,PROD-A7,1,39.99,39.99,Mastercard,8074,Completed,Delivered,Veho,VH871256936,2026-06-10,Yes,s***a@gmail.com,San Antonio,TX,30,Pass,75.146.47.7
TTS-ORD-20260619-Q9J2H,CUST-0634,2026-06-19,Aromatherapy Essential Oil Diffuser,Home,PROD-C12,1,27.99,27.99,Visa,9966,Refunded,Delivered,USPS,9400111899469495,2026-06-23,Yes,d***l@outlook.com,New York,NY,30,Pass,209.103.193.90
TTS-ORD-20260702-DZXLR,CUST-0051,2026-07-02,Velvet Matte Lip Kit (6-pack),Beauty,PROD-C02,1,24.99,24.99,Visa,4050,Completed,Cancelled,,,,,k***n@icloud.com,Milwaukee,WI,14,Pass,71.68.220.182
TTS-ORD-20260622-TOZHD,CUST-0389,2026-06-22,Heated Blanket USB Throw,Home,PROD-C22,1,39.99,39.99,Visa,7629,Completed,Delivered,FedEx,441801429531,2026-06-29,No,b***n@outlook.com,Atlanta,GA,30,Pass,57.184.88.137
TTS-ORD-20260609-3IF9A,CUST-0076,2026-06-09,Electric Milk Frother Handheld,Home,PROD-C13,2,11.99,23.98,Mastercard,4677,Refunded,Shipped,DHL,JD53302769112,,,s***n@yahoo.com,Portland,OR,30,Fail,82.225.58.113
TTS-ORD-20260601-590Z9,CUST-0044,2026-06-01,Resistance Bands Set (5-pack),Sports,PROD-C04,6,16.99,101.94,Visa,5318,Completed,Delivered,DHL,JD66660235538,2026-06-05,No,s***a@icloud.com,Chicago,IL,30,Pass,114.94.231.237
TTS-ORD-20260705-ZTD3I,CUST-0678,2026-07-05,Stainless Steel Water Bottle 32oz,Sports,PROD-C06,4,19.99,79.96,Visa,6707,Completed,Shipped,DHL,JD29666476893,,,p***l@hotmail.com,Denver,CO,30,Pass,77.120.69.148
TTS-ORD-20260710-CM8JJ,CUST-0070,2026-07-10,65-inch 4K Smart TV,Electronics,PROD-A4,1,899.99,899.99,Visa,1451,Failed,Delivered,Veho,VH700217426,2026-07-13,No,e***h@hotmail.com,Charlotte,NC,15,Pass,145.111.181.196
TTS-ORD-20260614-LAVZM,CUST-0404,2026-06-14,Robot Vacuum Cleaner X500,Home,PROD-B2,1,445.5,445.5,Mastercard,2960,Completed,Delivered,DHL,JD69898764043,2026-06-18,No,k***n@gmail.com,Portland,OR,30,Fail,177.17.136.106
TTS-ORD-20260613-D8U8N,CUST-0460,2026-06-13,Vitamin C Brightening Serum,Beauty,PROD-C01,2,18.99,37.98,Visa,7677,Completed,Cancelled,,,,,l***a@icloud.com,Memphis,TN,30,Pass,198.122.36.217
TTS-ORD-20260607-M1SAV,CUST-0187,2026-06-07,Aromatherapy Essential Oil Diffuser,Home,PROD-C12,1,27.99,27.99,Visa,1969,Completed,Delivered,USPS,9400111899520927,2026-06-11,Yes,j***r@outlook.com,Houston,TX,30,Fail,44.44.1.247
TTS-ORD-20260601-HM56V,CUST-0243,2026-06-01,Crossbody Sling Bag Nylon,Fashion,PROD-C24,1,16.99,16.99,Mastercard,3898,Completed,Delivered,UPS,1Z999AA15104750512,2026-06-05,No,e***y@icloud.com,Austin,TX,30,Pass,200.217.226.198
TTS-ORD-20260610-6RV97,CUST-0689,2026-06-10,Velvet Matte Lip Kit (6-pack),Beauty,PROD-C02,2,24.99,49.98,Visa,8449,Completed,Delivered,USPS,9400111899213010,2026-06-15,No,w***m@hotmail.com,Las Vegas,NV,14,Pass,119.201.115.242
TTS-ORD-20260706-36Z4D,CUST-0214,2026-07-06,Silicone Phone Case - Galaxy S24,Electronics,PROD-B1,1,14.99,14.99,Visa,9517,Pending,Delivered,Veho,VH144657340,2026-07-11,Yes,a***w@gmail.com,San Jose,CA,14,Fail,189.168.83.234
TTS-ORD-20260707-PCADU,CUST-0530,2026-07-07,Crossbody Sling Bag Nylon,Fashion,PROD-C24,1,16.99,16.99,Mastercard,7370,Completed,Delivered,FedEx,939442358177,2026-07-11,Yes,b***y@outlook.com,San Antonio,TX,30,Pass,147.202.198.74
TTS-ORD-20260603-NMT3Y,CUST-0204,2026-06-03,65-inch 4K Smart TV,Electronics,PROD-A4,1,899.99,899.99,Mastercard,8107,Refunded,Delivered,USPS,9400111899875167,2026-06-06,Yes,k***n@hotmail.com,Las Vegas,NV,15,Pass,154.218.46.131
TTS-ORD-20260603-HY7AI,CUST-0111,2026-06-03,Pop Fidget Toy Mega Pack,Toys,PROD-C14,1,9.99,9.99,Visa,6419,Completed,Delivered,FedEx,325465490221,2026-06-10,No,a***y@yahoo.com,San Jose,CA,0,Pass,119.212.59.96
TTS-ORD-20260610-OA3N4,CUST-0498,2026-06-10,Hair Straightener Brush 2-in-1,Beauty,PROD-C16,1,34.99,34.99,Mastercard,4104,Refunded,Delivered,DHL,JD99773783563,2026-06-15,Yes,s***h@icloud.com,Los Angeles,CA,30,Pass,84.154.3.161
TTS-ORD-20260629-8ZZKK,CUST-0045,2026-06-29,Hair Straightener Brush 2-in-1,Beauty,PROD-C16,2,34.99,69.98,Visa,5284,Completed,Delivered,Veho,VH171404173,2026-07-03,Yes,t***s@gmail.com,Los Angeles,CA,30,Pass,214.31.102.211
TTS-ORD-20260706-IWPFV,CUST-0097,2026-07-06,LED Ring Light 12-inch,Electronics,PROD-C03,1,29.99,29.99,Mastercard,1672,Completed,Delivered,UPS,1Z999AA18873081940,2026-07-10,Yes,r***t@hotmail.com,Miami,FL,30,Pass,216.250.49.197
TTS-ORD-20260621-FKCGG,CUST-0437,2026-06-21,Resistance Bands Set (5-pack),Sports,PROD-C04,1,16.99,16.99,Visa,8190,Refunded,Delivered,FedEx,608309882921,2026-06-25,No,a***y@gmail.com,Memphis,TN,30,Pass,132.18.216.63
TTS-ORD-20260619-NFDIN,CUST-0415,2026-06-19,Adjustable Dumbbell Set 25lb,Sports,PROD-C29,1,79.99,79.99,Visa,1957,Completed,Delivered,DHL,JD12294688377,2026-06-26,No,d***l@icloud.com,Las Vegas,NV,30,Pass,216.146.31.220
TTS-ORD-20260603-YN6IR,CUST-0343,2026-06-03,Yoga Mat Non-Slip 6mm,Sports,PROD-C05,1,22.99,22.99,Mastercard,5096,Refunded,Cancelled,,,,,c***r@outlook.com,Oklahoma City,OK,30,Pass,182.117.123.236
TTS-ORD-20260705-NA2FQ,CUST-0179,2026-07-05,15g Nail Glue Press-On Kit,Beauty,PROD-B3,1,12.99,12.99,Mastercard,9871,Completed,Cancelled,,,,,w***m@yahoo.com,Charlotte,NC,0,Fail,122.33.216.161
TTS-ORD-20260626-HHGH5,CUST-0553,2026-06-26,Electric Milk Frother Handheld,Home,PROD-C13,1,11.99,11.99,Mastercard,6954,Completed,Delivered,USPS,9400111899454210,2026-07-01,No,d***y@icloud.com,Phoenix,AZ,30,Pass,160.221.196.203
TTS-ORD-20260620-X7P7A,CUST-0594,2026-06-20,Wireless Earbuds with Charging Case,Electronics,PROD-C17,1,27.99,27.99,Visa,4382,Completed,Delivered,DHL,JD16064999996,2026-06-24,Yes,w***m@icloud.com,Atlanta,GA,30,Pass,165.171.45.70
TTS-ORD-20260610-7W05Y,CUST-0341,2026-06-10,Silicone Kitchen Utensil Set (12pc),Home,PROD-C27,1,24.99,24.99,Mastercard,2070,Completed,Delivered,FedEx,915476979831,2026-06-14,No,o***a@gmail.com,Oklahoma City,OK,30,Pass,25.3.236.221
TTS-ORD-20260606-ZKDU6,CUST-0311,2026-06-06,65-inch 4K Smart TV,Electronics,PROD-A4,3,899.99,2699.97,Visa,3490,Completed,Delivered,UPS,1Z999AA19200147452,2026-06-13,No,l***a@yahoo.com,Denver,CO,15,Pass,126.31.137.234
TTS-ORD-20260611-XFQ1E,CUST-0436,2026-06-11,Bucket Hat Reversible Cotton,Fashion,PROD-C30,2,11.99,23.98,Mastercard,7241,Completed,Processing,,,,,l***a@icloud.com,Nashville,TN,14,Pass,117.123.44.197
TTS-ORD-20260624-7D78H,CUST-0063,2026-06-24,Smart Watch Ultra Pro,Electronics,PROD-A2,1,245.0,245.0,Visa,6254,Completed,Delivered,DHL,JD20178935749,2026-06-28,Yes,b***y@outlook.com,San Antonio,TX,30,Pass,202.203.243.202
TTS-ORD-20260709-R6BIL,CUST-0262,2026-07-09,Electric Standing Desk Frame,Home,PROD-A6,2,289.0,578.0,Mastercard,8355,Failed,Delivered,USPS,9400111899301350,2026-07-16,Yes,m***y@icloud.com,Atlanta,GA,30,Pass,106.11.70.192
TTS-ORD-20260606-BYZM2,CUST-0052,2026-06-06,Sunset Lamp Projector,Home,PROD-C20,1,19.99,19.99,Mastercard,7955,Refunded,Delivered,DHL,JD48737221268,2026-06-12,Yes,a***y@icloud.com,San Jose,CA,14,Pass,201.88.34.242
TTS-ORD-20260617-56AE1,CUST-0419,2026-06-17,Electric Milk Frother Handheld,Home,PROD-C13,1,11.99,11.99,Visa,4980,Refunded,Processing,,,,,d***l@gmail.com,Memphis,TN,30,Pass,65.96.17.40
TTS-ORD-20260616-WLXWC,CUST-0276,2026-06-16,Silicone Kitchen Utensil Set (12pc),Home,PROD-C27,1,24.99,24.99,Mastercard,3272,Completed,Delivered,DHL,JD27482160906,2026-06-23,No,s***a@yahoo.com,Louisville,KY,30,Pass,210.238.21.48
TTS-ORD-20260606-VGKY5,CUST-0099,2026-06-06,Electric Standing Desk Frame,Home,PROD-A6,2,289.0,578.0,Visa,2003,Completed,Delivered,USPS,9400111899755833,2026-06-13,Yes,a***y@icloud.com,Jacksonville,FL,30,Pass,67.130.2.21
TTS-ORD-20260617-KOXHJ,CUST-0338,2026-06-17,Velvet Matte Lip Kit (6-pack),Beauty,PROD-C02,1,24.99,24.99,Visa,6648,Completed,Delivered,FedEx,455832097544,2026-06-21,Yes,k***n@yahoo.com,Phoenix,AZ,14,Pass,155.2.168.228
TTS-ORD-20260611-L16ZV,CUST-0439,2026-06-11,Mini Portable Projector HD,Electronics,PROD-C07,1,149.99,149.99,Visa,2079,Completed,Delivered,Veho,VH185847386,2026-06-17,Yes,j***r@hotmail.com,Seattle,WA,30,Pass,87.187.215.82
TTS-ORD-20260701-O5L28,CUST-0423,2026-07-01,Portable Blender USB Rechargeable,Home,PROD-C19,1,24.99,24.99,Visa,7606,Completed,Shipped,FedEx,287205723620,,,m***w@icloud.com,Atlanta,GA,30,Pass,138.116.40.37
TTS-ORD-20260602-FMAOK,CUST-0353,2026-06-02,Magnetic Phone Mount for Car,Electronics,PROD-C15,1,13.99,13.99,Visa,5549,Completed,Delivered,FedEx,749188767753,2026-06-06,Yes,a***w@yahoo.com,Nashville,TN,30,Pass,68.125.156.186
TTS-ORD-20260628-KI72O,CUST-0319,2026-06-28,Heated Blanket USB Throw,Home,PROD-C22,4,39.99,159.96,Visa,1212,Completed,Cancelled,,,,,r***l@outlook.com,Nashville,TN,30,Pass,181.41.87.162
TTS-ORD-20260710-ANI8Y,CUST-0250,2026-07-10,Oversized Canvas Tote Bag,Fashion,PROD-C10,1,14.99,14.99,Visa,6120,Completed,Shipped,FedEx,720062571116,,,r***t@icloud.com,San Jose,CA,30,Fail,91.143.88.148
TTS-ORD-20260613-6L5NF,CUST-0242,2026-06-13,Aromatherapy Essential Oil Diffuser,Home,PROD-C12,2,27.99,55.98,Mastercard,6269,Refunded,Shipped,DHL,JD43585171027,,,a***w@gmail.com,Jacksonville,FL,30,Pass,155.126.119.155
TTS-ORD-20260629-RFJL9,CUST-0485,2026-06-29,Aesthetic LED Strip Lights 50ft,Home,PROD-C08,1,15.99,15.99,Mastercard,9786,Completed,Delivered,UPS,1Z999AA13034727592,2026-07-03,No,o***a@yahoo.com,Miami,FL,14,Pass,185.49.246.237
TTS-ORD-20260608-JFAX1,CUST-0376,2026-06-08,Adjustable Dumbbell Set 25lb,Sports,PROD-C29,1,79.99,79.99,Mastercard,2289,Completed,Delivered,FedEx,515712931021,2026-06-14,No,k***n@outlook.com,Columbus,OH,30,Pass,139.199.233.38
TTS-ORD-20260625-LABLR,CUST-0045,2026-06-25,Portable Blender USB Rechargeable,Home,PROD-C19,1,24.99,24.99,Mastercard,3322,Completed,Delivered,USPS,9400111899307388,2026-07-02,Yes,d***d@outlook.com,Indianapolis,IN,30,Pass,204.97.141.7
TTS-ORD-20260621-R7FDF,CUST-0635,2026-06-21,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,1,8.99,8.99,Mastercard,4850,Completed,Delivered,DHL,JD90558517051,2026-06-24,No,d***d@gmail.com,Indianapolis,IN,0,Pass,213.93.249.92
TTS-ORD-20260627-QE6JI,CUST-0015,2026-06-27,Aromatherapy Essential Oil Diffuser,Home,PROD-C12,1,27.99,27.99,Visa,1396,Completed,Delivered,Veho,VH845806690,2026-07-01,Yes,s***n@gmail.com,Miami,FL,30,Pass,184.216.179.58
TTS-ORD-20260603-AZOCH,CUST-0261,2026-06-03,Ice Roller for Face & Eyes,Beauty,PROD-C21,1,7.99,7.99,Visa,1589,Refunded,Delivered,USPS,9400111899506349,2026-06-09,Yes,a***y@yahoo.com,Los Angeles,CA,0,Pass,78.150.126.2
TTS-ORD-20260606-41JH6,CUST-0030,2026-06-06,Electric Milk Frother Handheld,Home,PROD-C13,1,11.99,11.99,Mastercard,7432,Completed,Delivered,DHL,JD51329576295,2026-06-11,Yes,w***m@gmail.com,Jacksonville,FL,30,Pass,186.74.116.8
TTS-ORD-20260703-3Y53M,CUST-0505,2026-07-03,Portable Blender USB Rechargeable,Home,PROD-C19,1,24.99,24.99,Visa,1890,Completed,Shipped,FedEx,934083261488,,,k***n@yahoo.com,Columbus,OH,30,Pass,165.228.227.216
TTS-ORD-20260703-7RV2Y,CUST-0611,2026-07-03,Mini Portable Projector HD,Electronics,PROD-C07,1,149.99,149.99,Mastercard,5071,Refunded,Delivered,Veho,VH873061127,2026-07-08,Yes,w***m@gmail.com,Phoenix,AZ,30,Pass,177.28.227.1
TTS-ORD-20260604-0NKXK,CUST-0364,2026-06-04,Smart Watch Ultra Pro,Electronics,PROD-A2,3,245.0,735.0,Visa,1573,Completed,Delivered,FedEx,156252185989,2026-06-09,Yes,m***t@gmail.com,Columbus,OH,30,Pass,97.37.68.117
TTS-ORD-20260602-JAUCY,CUST-0700,2026-06-02,Resistance Bands Set (5-pack),Sports,PROD-C04,1,16.99,16.99,Visa,4530,Completed,Processing,,,,,b***n@gmail.com,New York,NY,30,Pass,121.174.97.8
TTS-ORD-20260628-AJ5IQ,CUST-0679,2026-06-28,LED Desk Lamp with USB Charger,Home,PROD-A3,1,34.99,34.99,Visa,1031,Refunded,Delivered,USPS,9400111899844385,2026-07-03,No,s***h@gmail.com,Tampa,FL,30,Pass,164.214.220.112
TTS-ORD-20260702-0TLXO,CUST-0312,2026-07-02,Cat Tree Tower 54-inch,Toys,PROD-C26,2,59.99,119.98,Visa,7582,Completed,Delivered,Veho,VH981235165,2026-07-08,Yes,n***y@outlook.com,Jacksonville,FL,30,Pass,139.252.89.197
TTS-ORD-20260702-XQTY6,CUST-0225,2026-07-02,Cloud Slides Pillow Slippers,Fashion,PROD-C09,1,19.99,19.99,Visa,6627,Completed,Processing,,,,,m***w@hotmail.com,Chicago,IL,30,Pass,180.38.154.88
TTS-ORD-20260611-TSUJT,CUST-0077,2026-06-11,Smart Plug WiFi 4-Pack,Electronics,PROD-C25,4,22.99,91.96,Mastercard,3698,Completed,Processing,,,,,p***l@yahoo.com,Indianapolis,IN,30,Pass,195.182.202.86
TTS-ORD-20260621-IXFY1,CUST-0522,2026-06-21,Heated Blanket USB Throw,Home,PROD-C22,2,39.99,79.98,Visa,1009,Completed,Delivered,Veho,VH335226149,2026-06-28,Yes,m***l@hotmail.com,New York,NY,30,Pass,47.127.37.235
TTS-ORD-20260620-CQE8X,CUST-0328,2026-06-20,Espresso Machine Pro 3000,Home,PROD-A5,1,349.99,349.99,Mastercard,1173,Completed,Delivered,FedEx,117280825053,2026-06-23,Yes,r***t@hotmail.com,Jacksonville,FL,30,Pass,96.88.100.96
TTS-ORD-20260628-11PV5,CUST-0612,2026-06-28,Resistance Bands Set (5-pack),Sports,PROD-C04,3,16.99,50.97,Mastercard,9033,Completed,Delivered,UPS,1Z999AA17442428803,2026-07-03,Yes,a***y@gmail.com,Seattle,WA,30,Pass,117.10.247.125
TTS-ORD-20260617-I9BL1,CUST-0322,2026-06-17,Electric Standing Desk Frame,Home,PROD-A6,1,289.0,289.0,Mastercard,8392,Completed,Cancelled,,,,,l***a@yahoo.com,Tampa,FL,30,Pass,177.106.25.3
TTS-ORD-20260602-6KFKL,CUST-0071,2026-06-02,Robot Vacuum Cleaner X500,Home,PROD-B2,1,445.5,445.5,Visa,2796,Completed,Delivered,DHL,JD44568967177,2026-06-09,Yes,b***a@yahoo.com,San Antonio,TX,30,Pass,39.51.124.125
TTS-ORD-20260625-DF08U,CUST-0485,2026-06-25,Stainless Steel Water Bottle 32oz,Sports,PROD-C06,2,19.99,39.98,Visa,8177,Completed,Delivered,FedEx,742883732066,2026-07-01,Yes,l***a@icloud.com,Austin,TX,30,Pass,113.204.179.111
TTS-ORD-20260704-RSI7E,CUST-0646,2026-07-04,Smart Watch Ultra Pro,Electronics,PROD-A2,2,245.0,490.0,Visa,1395,Completed,Delivered,DHL,JD68849847010,2026-07-07,Yes,m***w@yahoo.com,Jacksonville,FL,30,Pass,42.147.48.171
TTS-ORD-20260705-EZAC2,CUST-0388,2026-07-05,LED Ring Light 12-inch,Electronics,PROD-C03,1,29.99,29.99,Visa,2847,Completed,Delivered,Veho,VH224392800,2026-07-12,Yes,k***n@hotmail.com,Charlotte,NC,30,Pass,190.69.150.136
TTS-ORD-20260609-4CY4F,CUST-0531,2026-06-09,Wireless Noise-Cancelling Headphones,Electronics,PROD-A1,1,59.99,59.99,Visa,2114,Completed,Delivered,Veho,VH614037098,2026-06-13,Yes,e***y@icloud.com,Seattle,WA,30,Pass,151.254.253.19
TTS-ORD-20260616-BLOG0,CUST-0119,2026-06-16,Silicone Kitchen Utensil Set (12pc),Home,PROD-C27,1,24.99,24.99,Mastercard,7122,Pending,Processing,,,,,m***t@icloud.com,Houston,TX,30,Pass,135.156.215.222
TTS-ORD-20260609-VK1PB,CUST-0480,2026-06-09,Yoga Mat Non-Slip 6mm,Sports,PROD-C05,3,22.99,68.97,Visa,2086,Completed,Processing,,,,,j***a@hotmail.com,Memphis,TN,30,Pass,41.181.229.199
TTS-ORD-20260603-V74QR,CUST-0117,2026-06-03,15g Nail Glue Press-On Kit,Beauty,PROD-B3,1,12.99,12.99,Visa,3248,Completed,Processing,,,,,e***y@icloud.com,Oklahoma City,OK,0,Pass,106.24.178.126
TTS-ORD-20260704-L66UM,CUST-0006,2026-07-04,Aromatherapy Essential Oil Diffuser,Home,PROD-C12,1,27.99,27.99,Mastercard,6019,Pending,Processing,,,,,j***h@yahoo.com,Minneapolis,MN,30,Pass,105.133.174.106
TTS-ORD-20260709-2UG05,CUST-0034,2026-07-09,Aesthetic LED Strip Lights 50ft,Home,PROD-C08,2,15.99,31.98,Mastercard,5047,Refunded,Delivered,USPS,9400111899299193,2026-07-14,No,s***n@yahoo.com,Dallas,TX,14,Pass,173.203.163.213
TTS-ORD-20260702-39AG7,CUST-0503,2026-07-02,Aromatherapy Essential Oil Diffuser,Home,PROD-C12,1,27.99,27.99,Mastercard,9110,Pending,Delivered,USPS,9400111899253448,2026-07-07,No,a***y@icloud.com,Houston,TX,30,Pass,160.150.211.71
TTS-ORD-20260627-N2B4J,CUST-0124,2026-06-27,Running Shoes Lightweight Mesh,Sports,PROD-C23,1,44.99,44.99,Visa,9986,Failed,Delivered,Veho,VH569410109,2026-07-03,Yes,l***a@hotmail.com,San Antonio,TX,30,Pass,88.33.201.25
TTS-ORD-20260603-WUJT4,CUST-0513,2026-06-03,Acne Patch Hydrocolloid (96ct),Beauty,PROD-C18,1,8.99,8.99,Visa,3485,Pending,Shipped,USPS,9400111899550680,,,j***h@gmail.com,Phoenix,AZ,0,Pass,161.150.82.196
TTS-ORD-20260625-HQFGH,CUST-0652,2026-06-25,Yoga Mat Non-Slip 6mm,Sports,PROD-C05,2,22.99,45.98,Visa,2759,Completed,Delivered,USPS,9400111899948875,2026-07-01,Yes,m***k@gmail.com,Houston,TX,30,Pass,81.172.79.112
TTS-ORD-20260709-41A1H,CUST-0310,2026-07-09,Gel Nail Polish Kit UV Lamp,Beauty,PROD-C28,1,32.99,32.99,Visa,9053,Completed,Shipped,Veho,VH261475232,,,a***y@icloud.com,Milwaukee,WI,14,Pass,154.88.83.6
TTS-ORD-20260710-JZ6N5,CUST-0290,2026-07-10,Heated Blanket USB Throw,Home,PROD-C22,1,39.99,39.99,Visa,1397,Completed,Delivered,Veho,VH280798420,2026-07-16,Yes,b***y@hotmail.com,Las Vegas,NV,30,Pass,82.166.179.17
